Date,Year,Type,Country,State,Location,Activity,Sex,Age,Injury,Time
26-Sep-1959,1959.0,Watercraft,USA,South Carolina,"Albergotti Creek, near Air Station boat docks, Beaufort",Gigging for flounder,,,,Midnight
Between 10 and 12-Sep-1959,1959.0,Watercraft,USA,California,"Between False Klamath & mouth of Klamath River, Del Norte County",Pulling hooked salmon to boat,,,"No injury to occupant, shark struck stern of boat",15h30
02-Sep-1959,1959.0,Invalid,USA,New York,"Oak Beach, Fire Inlet",On inflatable raft,M,,No injury,
15-Aug-1959,1959.0,Invalid,USA,Florida,"Panama City, Bay County",Diving,M,21,No injury,
15-Aug-1959,1959.0,Unprovoked,USA,Florida,"Panama City, Bay County",Spearfishing on Scuba,M,26,"FATAL, disappeared, dive gear & clothing found with teethmarks, presumed taken by a shark  ",
14-Aug-1959,1959.0,Provoked,USA,South Carolina,Charleston,Fishing,M,,Laceration to forearm by boated shark PROVOKED INCIDENT,
13-Aug-1959,1959.0,Provoked,USA,California,"LaJolla, San Diego County","Spearfishing with Joe Turner (24). Shark attracted to speared halibut on belt of one diver, tried to bite Ide’s speargun & he shot it in the mouth",M,32,"No injury, PROVOKED INCIDENT",
10-Aug-1959,1959.0,Unprovoked,USA,Georgia,"Savannah Beach, Savannah, Chatham County",Standing,F,15,"4"" cut on left foot ",18h00
05-Aug-1959,1959.0,Invalid,USA,California,"Hermosa Beach, Los Angeles County",Wading,M,,"No injury, no attack, the 10' shark merely circled him.",
30-Jul-1959,1959.0,Provoked,USA,California,"In kelp beds off La Jolla, San Diego County",Pulling anchor,,,"No injury to occupants, shark charged boat after being shot twice with pistol and speared PROVOKED INCIDENT",16h00
28-Jul-1959,1959.0,Unprovoked,USA,California,"Alligator Head, La Jolla, San Diego County",Spearfishing (but on surface),M,25,"14 punctures on right thigh, swim trunks torn",19h30
25-Jul-1959,1959.0,Watercraft,USA,California,"Mission Beach, San Diego County",,,21,No injury to occupant,
23-Jul-1959,1959.0,Watercraft,USA,California,"Off La Jolla Cove, San Diego County",Fishing,,,"No injury to occupant, shark rammed boat",
23-Jul-1959,1959.0,Provoked,USA,California,"Venice Beach, Los Angeles County",Dragging stranded shark ashore,M,,"Gietel grabbed the shark's tail, the shark lacerated his right ankle PROVOKED INCIDENT",
02-Jul-1959,1959.0,Provoked,USA,Florida,"Delray Beach, Palm Beach County",Free diving,M,13,Arm bitten when he grabbed shark’s tail  PROVOKED INCIDENT,
14-Jun-1959,1959.0,Unprovoked,USA,California,"La Jolla, San Diego County",Free diving for abalone,M,33,"FATAL, body not recovered",17h10
13-Jun-1959,1959.0,Invalid,USA,California,"Dillon Beach, Marin County",Swimming ,,,"Disappeared after diving in “deep hole”, body not recovered, “presumed taken by a shark” ",
16-May-1959,1959.0,Unprovoked,USA,Florida,"Indian Rocks Beach, Clearwater, Pinellas County",,F,37,Minor injuries,
07-May-1959,1959.0,Unprovoked,USA,California,"Baker Beach, San Francisco County",Treading water,M,18,"FATAL, left arm bitten, right arm partly severed, deep lacerations of left shoulder & chest ",17h30
03-May-1959,1959.0,Unprovoked,USA,Florida,"Panama City, Bay County",Spearfishing,M,19,Lacerated hip & hands,10h00
09-Apr-1959,1959.0,Unprovoked,USA,Hawaii,"Hilo, off Kaua'i",Fishing,M,,Survived,
29-Mar-1959,1959.0,Unprovoked,USA,Florida,"Vaca Cut Channel & bridge under Marathon, Monroe County",Swimming,M,13,"Bumped, then knee bitten",14h30
Mar-1959,1959.0,Watercraft,USA,Florida,Miami,"On boat, preparing to dive",M,,Boat followed shark; shark holed boat,
13-Dec-1958,1958.0,Unprovoked,USA,Hawaii,"Near Twin Islands off Lanikai, O'ahu (east coast)",Surfing on air mattress,M,15,"FATAL, leg severed  ",13h00
05-Nov-1958,1958.0,Boat,USA,California,"Pacific Beach, San Diego County",Fishing,,,"No injury to occupant, shark chasing barracuda tied to the stern rammed skiff & slashed the motor",
12-Oct-1958,1958.0,Unprovoked,USA,California,"Coronado Strand, San Diego County",Swimming near jetty,M,15,"Left arm, hips & leg lacerated",
05-Oct-1958,1958.0,Unprovoked,USA,Florida,"Baker's Haulover, Miami Beach",,M,60,No injury,
01-Sep-1958,1958.0,Provoked,USA,New York,Staten Island,Spearfishing,M,20,Bitten by harpooned shark PROVOKED INCIDENT,
27-Jul-1958,1958.0,Unprovoked,USA,Florida,"9 miles north of Turtle Beach, Siesta Key, Sarasota County","Swimming, ducking for shells in water 0.9 m deep",M,12,3 lacerations on leg,16h10
27-Jul-1958,1958.0,Unprovoked,USA,Florida,"Longboat Key, Sarasota, Sarasota County","Swimming, ducking for shells in water 0.9 m deep",M,8,"Left hand and  leg bitten, leg surgically amputated below hip",16h10
10-Jul-1958,1958.0,Unprovoked,USA,Florida,"Key West, Monroe County",,M,35,FATAL  Autopsy report: bitten by shark while still alive,
02-Jul-1958,1958.0,Provoked,USA,Florida,"Siesta Key, Sarasota County",Free diving,M,20,"He grabbed shark, it bit his leg below the knee PROVOKED INCIDENT",14h30
Jul-1958,1958.0,Unprovoked,USA,Florida,"Sarasota, Sarasota County",,M,,Both were bitten on feet by sharks,
26-Jun-1958,1958.0,Provoked,USA,Florida,"Sanibel Island, Lee County",Wading,M,59,Right foot bitten when he walked into shark's head PROVOKED INCIDENT,17h30
24-Jun-1958,1958.0,Unprovoked,USA,Florida,"Turtle Beach, Siesta Key, Sarasota County",Walking,M,17,Lower left leg & foot bitten,17h10
17-Jun-1958,1958.0,Provoked,USA,Florida,Key Biscayne,"Swimming, towing the shark",M,,Thigh bitten PROVOKED INCIDENT,
30-Apr-1958,1958.0,Provoked,USA,Florida,1 mile off Miami Beach,Free diving,M,29,"Grabbed shark’s tail, shark bit his thigh PROVOKED INCIDENT",
01-Feb-1958,1958.0,Provoked,USA,US Virgin Islands,Water Island,Spearfishing on Scuba,M,18,Chest bitten by speared shark PROVOKED INCIDENT,
Aug-1957,1957.0,Provoked,USA,Florida,"Miami Seaquarium, Virginia Key, Miami, Miami-Dade County",Attempting to net shark in shark channel,M,,Legs bitten PROVOKED INCIDENT,
24-Jul-1957,1957.0,Provoked,USA,California,"La Jolla, San Diego County",Spearfishing on Scuba,M,,Diver jabbed shark with spear and it make a threat display. No injury PROVOKED INCIDENT,
15-Jul-1957,1957.0,Unprovoked,USA,North Carolina,"Salter Path, Atlantic Beach, Carteret County",Swimming,M,57,"FATAL, knee bitten  ",12h15
May 1957,1957.0,Unprovoked,USA,Florida,"8 miles off St. Marks, Wakulla County",3 men & 2 boys picked up wearing life jackets and with inner tube,M,,Leg lacerated,
28-Apr-1957,1957.0,Unprovoked,USA,California,"Atascadero Beach, Morro Bay, San Luis Obispo County",Swimming,M,25,"FATAL, seen with arm in mouth of shark. Body not recovered.  ",13h30
22-Apr-1957,1957.0,Provoked,USA,Florida,"Ormond Beach, Volusia County",Standing,M,17,Ankle injured by shark trapped in pool as it tried to get out PROVOKED INCIDENT  ,11h00
05-Feb-1957,1957.0,Unprovoked,USA,Florida,"South Beach, Fort Pierce, St Lucie County",Floating,M,,Foot bitten,15h30
Feb-1957,1957.0,Unprovoked,USA,Florida,Florida Keys,Skindiving for specimens,M,,Minor injuries,
1957,1957.0,Unprovoked,USA,Florida,"Fort Pierce, St. Lucie County",Bathing,,,Injured by shark,
1957,1957.0,Unprovoked,USA,Florida,"Miami, Miami-Dade County",Helmet diving in Miami Seaquarium,M,,"Shark struck helmet, no injury",
23-Sep-1956,1956.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surf fishing,M,27,Posterior left ankle bitten,
Reported 15-Aug-1956,1956.0,Unprovoked,USA,Puerto Rico,North coast,Skin diving,M,13,FATAL,
15-Aug-1956,1956.0,Unprovoked,USA,California,"Pismo Beach, San Luis Obispo County",Swimming near pier,M,10,"Lacerated thigh, hand & shoulder",16h30
28-Jul-1956,1956.0,Provoked,USA,Puerto Rico,Aquadilla,Floating in inner tube,M,13,FATAL. His brother speared a shark which then attacked Jose & severed his leg at knee. PROVOKED INCIDENT  ,10h30
26-Jul-1956,1956.0,Provoked,USA,California,"Van Ness Municipal Pier, San Francisco",Fishing,M,38,Finger bitten by hooked shark PROVOKED INCIDENT,
17-Jul-1956,1956.0,Unprovoked,USA,Florida,"Miami Beach, Miami-Dade County",Wading,F,38,Lacerations to legs,18h00
12-Jul-1956,1956.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,7,Arm & leg injured,15h00j
1956,1956.0,Provoked,USA,Virginia,"Virginia Beach, Princess Anne County",Removing shark from net ,M,,Punctures on shin & calf PROVOKED INCIDENT,
1956,1956.0,Unprovoked,USA,Virginia,"Virginia Beach, Princess Anne County",Swimming,F,14,No details,
11-Dec-1955,1955.0,Watercraft,USA,Florida,½ mile offshore & 9 miles north of Fort Pierce,Fishing for pompano,,,"No injury to occupants, shark released from net holed boat",
20-Sep-1955,1955.0,Unprovoked,USA,Hawaii,East Moloka'i,Hunting turtle,M,,Arm bitten,09h00
04-Sep-1955,1955.0,Unprovoked,USA,California,"Venice Beach, Los Angeles County",Swimming near breakwater,M,16,Dorsum of right foot lacerated,
03-Sep-1955,1955.0,Unprovoked,USA,California,"Venice Beach, Los Angeles County",,M,,Minor injury,
30-Aug-1955,1955.0,Provoked,USA,California,"Zuma Beach, Santa Monica, Los Angeles County",Surfing,M,25,"Surfer grabbed shark, which turned & bit him and 2 lifeguards PROVOKED INCIDENT",
Reported 04-Aug-1955,1955.0,Provoked,USA,South Carolina,Windy Hill Beach,Fishing,M,,Finger bitten by hooked shark PROVOKED INCIDENT,
23-Jun-1955,1955.0,Unprovoked,USA,Rhode Island,Occupasstuxet  (Patuxent) Cove,Wading,M,13,Bites on legs & thighs,
08-May-1955,1955.0,Provoked,USA,California,"Malibu, Los Angeles County",Spearfishing,M,28,Diver hit shark & right forearm slightly injured PROVOKED INCIDENT,
Apr-1955,1955.0,Unprovoked,USA,Hawaii,"Hilo, Hawai'i","Fishing from boat, Kaimamla",M,,Hand bitten,
10-Feb-1955,1955.0,Unprovoked,USA,California,"Trinidad Bay, Humboldt County",Scuba diving,M,,"No injury, shark bumped diver's face",
06-Feb-1955,1955.0,Unprovoked,USA,California,"Pacific Grove, Monterey County",Spearfishing,M,19,"Swimfin & 2 wool socks removed by shark, suit torn",12h00
1955,1955.0,Unprovoked,USA,Florida,"Vero Beach, Indian River County",,,,No details,
1955,1955.0,Invalid,USA,Illinois,Chicago (Lake Michigan),Swimming,M,,Right leg allegedly bitten by a bull shark,
20-Nov-1954,1954.0,Unprovoked,USA,Wake Island,Wilkes Islet Lagoon (Pacific Ocean north of the Marshall Islands),Spearfishing,M,,Shoulder bitten,15h00
07-Oct-1954,1954.0,Sea Disaster,USA,Virginia,150 miles off Cape Henry,"American freighter Mormackite, bound from Buenos Aires for Baltimore, capsized & sank in heavy seas",M,,Rescue aircraft saw bodies in the water being bitten by sharks. One survivor saw a shark take off a man’s leg & another reported that the second cook was killed by a shark,
21-Sep-1954,1954.0,Unprovoked,USA,California,"La Jolla, San Diego County",Swimming,M,35,Minor bruises & abrasions on leg,
14-Aug-1954,1954.0,Provoked,USA,New Jersey,"Barnegat Light, Ocean County",Surf fishing,M,,Right leg bitten when chasing shark from his fishing line PROVOKED INCIDENT,
10-Aug-1954,1954.0,Unprovoked,USA,Louisiana,Lake Pontchartrain,Wading,F,27,6 puncture wounds to lower leg,21h00
10-Jul-1954,1954.0,Unprovoked,USA,Louisiana,Pontchartrain Beach,Wading,F,4,Left leg,11h45
Reported 04-Jul-1954,1954.0,Unprovoked,USA,Florida,Florida Keys,,,,Small wound on upper thigh,
29-Jun-1954,1954.0,Provoked,USA,California,"Santa Monica, Los Angeles County",Grabbed shark & threw it on deck,M,35,Right elbow & forearm lacerated  PROVOKED INCIDENT,
08-Apr-1954,1954.0,Invalid,USA,Hawaii,"Wailupe, O'ahu",Fishing from shore,M,,"Body recovered, mutilated by shark/s",
1954,1954.0,Unprovoked,USA,Hawaii,Moloka'i,Fishing,M,,Bitten on foot,
Reported 20-Sep-1953,1953.0,Unprovoked,USA,California,"Santa Catalina Island, Los Angeles County",Scuba diving,M,,No injury,
18-Sep-1953,1953.0,Sea Disaster,USA,Georgia,200 miles east of Savannah,Aircaft exploded,M,,Hand bitten,
Reported 03-Sep-1953,1953.0,Provoked,USA,New York,Rockaway Beach,Surf fishing,M,15,Laceration to right lower leg,
02-Sep-1953,1953.0,Unprovoked,USA,Hawaii,"Waiau, Pearl Harbor, O'ahu",Crabbing,M,,Leg & foot bitten,
26-Jul-1953,1953.0,Unprovoked,USA,Hawaii,"Maile Beach, O'ahu",Spearfishing,M,15,"FATAL, thigh bitten",09h15
16-Jul-1953,1953.0,Provoked,USA,California,"Santa Catalina Island, Los Angeles County",Fishing from market fishboat Sea Spray,M,,Arm bitten by hooked shark PROVOKED INCIDENT,
15-Jul-1953,1953.0,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Standing,F,26,Lower left leg severely bitten,
04-Jul-1953,1953.0,Unprovoked,USA,Hawaii,Kaula Rock near Niihau ,Accidentally dragged overboard from the sampan Holokahana into school of yellowfin tuna,M,,"Shark made 3 passes at him, lacerating his calf, shin and ankle ",08h00
04-Apr-1953,1953.0,Unprovoked,USA,Texas,South Padre Island,Swimming,F,19,Lacerations to right foot,Afternoon
18-Feb-1953,1953.0,Provoked,USA,Hawaii,"Barber’s Point, O'ahu",Bitten while cutting shark from net,M,,Hand bitten  PROVOKED INCIDENT  ,
1953,1953.0,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Standing,F,,Leg lacerated thigh to ankle,
03-Aug-1952,1952.0,Unprovoked,USA,Hawaii,"Between Ala Moana Channel & Kewalo Basin, O'ahu",Swimming,M,,"FATAL, disappeared while swimming, shark bite found on right side of body",
7-Dec-1952,1952.0,Unprovoked,USA,California,"Pacific Grove, Monterey Bay, Monterey County",Body surfing & treading water,M,17,"FATAL, leg lacerated  ",14h00
03-Dec-1952,1952.0,Unprovoked,USA,Hawaii,"Maile Beach, O'ahu",Swimming from fishing boat setting nets,M,40,"FATAL, left arm severed below the elbow ",
27-Jul-1952,1952.0,Watercraft,USA,Florida,"Panacea, Wakulla County",Fishing for trout ,,,No injury to occupants. Shark chasing fish leapt into skiff & flopped out,
27-Jul-1952,1952.0,Provoked,USA,South Carolina,Seabrook Beach,Fishing,M, 43,Finger bitten by hooked shark PROVOKED INCIDENT,
27-Jul-1952,1952.0,Provoked,USA,South Carolina,Seabrook Beach,Fishing,M,34,Thumb bitten by hooked shark PROVOKED INCIDENT,
27-Jul-1952,1952.0,Sea Disaster,USA,California,"Off Santa Monica, Los Angeles County",Boat exploded,M,,FATAL & some of the survivors were bitten by sharks  ,
13-Jul-1952,1952.0,Provoked,USA,California,"San Diego, San Diego County",Fishing,M,34,Part of hand removed by shark he had caught PROVOKED INCIDENT,
05-Jul-1952,1952.0,Unprovoked,USA,Puerto Rico,"Mona Island, 40 miles west of the mainland ","Spearfishing, carrying fish on spear",M,,Leg lacerated & bone fractured ,11h00
27-May-1952,1952.0,Unprovoked,USA,California,"Imperial Beach, San Diego County",Swimming on surface,M,,Foot & swimfin bitten,10h00 or 14h00
1952,1952.0,Unprovoked,USA,Florida,Near Key West,Swimming,M,,"FATAL, groin bitten ",
Reported 19-Jul-1951,1951.0,Unprovoked,USA,California,"Long Beach, Los Angeles County",,M,13,Severe laceration to foot,
25-Jun-1951,1951.0,Unprovoked,USA,Hawaii,"Kapehu Beach, Laupahoehoe, Hawai'i",Swept out to sea while fishing,M,,"FATAL, victim seen in shark's mouth",
28-Oct-1950,1950.0,Unprovoked,USA,California,"Imperial Beach, San Diego County",Body surfing / treading water,M,31,Right leg lacerated,12h00
10-Jul-1950,1950.0,Unprovoked,USA,Texas,Near Port Arthur,Swimming,M,11,Laceration to leg,
09-Jul-1950,1950.0,Invalid,USA,Texas,Galveston Bay,,M,,Human remains found in shark,
Jul-1950,1950.0,Unprovoked,USA,Florida,"Rock Harbor, Key Largo, Monroe County","Goggle-diving for seaweeds, but standing in water",M,21,Shallow lacerations on back of right thigh,
25-Jun-1950,1950.0,Unprovoked,USA,New York,"Beach 103rd Street, Rockaway ",Swimming ,M,16,"Gashes & lacerations on legs, foot lacerated.",
06-Jun-1950,1950.0,Sea Disaster,USA,Florida,275 miles northeast of Miami,Survived crash of two-engine  C-46 transport plane carrying 62 migrant workers from Puerto Rico to USA ,M,25,"FATAL, bitten five times. Other survivors fought off sharks for 10 hours. One survivor's arm severed by a shark.",09h00
16-Jan-1950,1950.0,Invalid,USA,Hawaii,"Kahakuloa, Maui","Fishing, one of three fishermen swept into the sea by a large wave ",M,,"His remains were recovered from a “huge shark” caught 3 days later. The remains of another fisherman, Harold Fujimoto, were recovered, but the body of the third fisherman, Hideo Tamura, was never found",Night
1950,1950.0,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Standing,M,,Arm bitten,
1950s,1950.0,Invalid,USA,Hawaii,"Waikiki, O'ahu",Spearfishing,M,,"No injury from shark, scraped chest climbing out on reef",
25-Jul-1949,1949.0,Unprovoked,USA,South Carolina,"Oketee River, Jasper County",Floating on his back,M,16,"Abdomen abraded, thigh lacerated",15h00
16-Jul-1949,1949.0,Provoked,USA,California,"10 miles off Redondo Beach, Los Angeles County",Fishing,M,16,Right hand bitten by hooked shark being pulled onboard PROVOKED INCIDENT,
19-Sep-1948,1948.0,Unprovoked,USA,Hawaii,"Off Makapauu Point, O'ahu",Swimming,M,,Leg bitten,
19-Sep-1948,1948.0,Unprovoked,USA,Hawaii,"Off Makapauu Point, O'ahu",Fishing,M,,Survived,
01-Jul-1948,1948.0,Unprovoked,USA,US Virgin Islands,"St. John, Genti Bay",Swimming,M,46,FATAL,
13-Feb-1948,1948.0,Sea Disaster,USA,Texas,"Gulf of Mexico between Brownsville & Carmen, Mexico","C47 aircraft carrying 5,000 lbs of ice ditched in the sea",M,,"FATAL. Womack was injured when plane went down, 3 days later he fell off liferaft & was taken by a shark  ",
Summer 1948,1948.0,Provoked,USA,Florida,Biscayne Bay,Underwater photography,M,48,Grabbed shark by the tail & it bit him PROVOKED INCIDENT,Afternoon
04-Aug-1947,1947.0,Unprovoked,USA,Florida,In a canal 10 miles north of St Augustine,Swimming,M,20,"FATAL, calf bitten, leg surgically amputated  ",A.M.
Reported 27-Jul-1947,1947.0,Provoked,USA,California,"Santa Monica, Los Angeles County",Fishing,M,46,PROVOKED INCIDENT,
27-Jun-1947,1947.0,Unprovoked,USA,Hawaii,"Off Waianae, O'ahu",Fishing,M,35,"Left forearm, arm & leg lacerated",10h30
06-Aug-1945,1945.0,Unprovoked,USA, North Carolina,Ocracoke,,,,FATAL,
08-May-1945,1945.0,Unprovoked,USA,North Carolina,"Ocracoke Inlet, Carteret County",Swimming,M,,"FATAL, large gash to thigh",
02-Dec-1944,1944.0,Provoked,USA,Florida,3 miles north of the inlet at Palm Beach,Fishing for mackerel,,,"No injury to occupants. After being prodded with an oar, shark struck bow and sank boat PROVOKED INCIDENT",
03-Sep-1944,1944.0,Unprovoked,USA,Maryland,North Beach,Swimming,M,13,Laceration to right lower leg,
31-May-1944,1944.0,Unprovoked,USA,Florida,"Atlantic Beach, Mayport,  Duval County",Bathing,F,15,Left calf bitten,
04-Dec-1943,1943.0,Sea Disaster,USA,South Carolina,Off Charleston,The Cuban freighter Libertad was torpedoed and sunk by the German submarine U-129,M,,"Of the 18 crew who survived the sinking, 10 were taken by sharks. Cabarrocas was bitten but survived",
26-Oct-1943,1943.0,Invalid,USA,Florida,Victim was on said to be on tanker that collided off Florida coast on 10-20-1943,,M,,"Hand, forearm, leg and pelvis recovered from 4.25 m  [14'] shark caught at Baker’s Haulover, Miami Beach on 26-Oct-1943",
18-Jul-1943,1943.0,Sea Disaster,USA,Florida,"40 miles off Islamorada, near Cay Sal",Treading water after survivng crash of the US Navy airship K-74 that was hit by the German submarine U-134,M,,FATAL,
5-Apr-1943,1943.0,Invalid,USA,Hawaii,"3 miles from shore off McGregor Point, Maui","Small boat swamped, 4  people swimming to shore but he fell behind the other 3 and vanished",M,,On 29-Apr-1943 his remains (right forearm & swim trunks) were found in 4.9 m [16'] shark’s gut,
Fall 1943,1943.0,Unprovoked,USA,Hawaii,"Midway Island, Northwestern Hawaiian Islands",Spearfishing,M,,Calf nipped in each case,
Fall 1943,1943.0,Unprovoked,USA,Hawaii,"Midway Island, Northwestern Hawaiian Islands",Spearfishing,M,,Calf nipped in each case,
1943,1943.0,Unprovoked,USA,Hawaii,"Midway, Northwestern Hawaiian Islands",,M,,"Unprovoked, but circumstances unknown",
04-Jun-1942,1942.0,Unprovoked,USA,Midway Atoll,,"Plane crashed in water, men in life raft",M,,Survived,
Reported 21-Aug-1941,1941.0,Provoked,USA,New York,Montauk,Fishing,,,Laceration to left forearm from hooked shark PROVOKED INCIDENT,
01-Aug-1941,1941.0,Unprovoked,USA,South Carolina,Sullivan's Island at entrance to Charleston Harbor,Swimming at edge of channel,M,20,Chest lacerated,
22-Jul-1941,1941.0,Watercraft,USA,New Jersey,"Brielle, Monmouth County (Offshore)",Fishing for tuna,,,"No injury to occupants, shark leapt into boat & bit cabin door",12h00
01-Jul-1941,1941.0,Provoked,USA,Hawaii,"Nankuli, O'ahu",Fishing,M,,Arm bitten while removing shark from fishing line PROVOKED INCIDENT,
15-Jun-1941,1941.0,Provoked,USA,New York,15 miles south of Jones Inlet,Fishing from 32' boat,M,43,Left hand bitten as he tried to put rope around shark's tail PROVOKED INCIDENT,14h00
09-Mar-1941,1941.0,Provoked,USA,California,"Santa Monica, Los Angeles County",Fishing,M,53,Right hand bitten by boated shark PROVOKED INCIDENT,Night
13-Jul-1940,1940.0,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Standing,M,,Ankle bitten,
13-Jul-1940,1940.0,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Standing ,M,,Struck by shark immediately before it bit Tanner (see below),
30-Jun-1940,1940.0,Unprovoked,USA,North Carolina,"Holden Beach, Brunswick County",Fishing,M,,Thigh lacerated,
04-Oct-1939,1939.0,Unprovoked,USA,Hawaii,"Kane'ohe Bay, Mokapu, O'ahu",Spearfishing & had just speared a ulua,M,,Hand bitten,
01-Aug-1939,1939.0,Provoked,USA,California,"Off San Pedro, Los Angeles County",Fishing,M,33,Harpooned shark bit his arm PROVOKED INCIDENT,
14-Jul-1939,1939.0,Provoked,USA,Texas,"West Bay, 19 miles from Galveston",Seine netting,M,,Leg bitten by snared shark PROVOKED INCIDENT,Morning
03-May-1939,1939.0,Unprovoked,USA,Virginia,"At sea, several hundred miles south east of Cape Henry, Virginia",Washed off freighter Huncliff by a freak wave,M,,"FATAL, attacked by shark, body not recovered ",
18-Aug-1938,1938.0,Provoked,USA,California,"Near Encino, Los Angeles County",Fishing,M,,Lacerations to hand by hooked shark PROVOKED INCIDENT,
18-Jul-1938,1938.0,Unprovoked,USA,South Carolina,Charleston,Swimming,M,,Foot & ankle lacerated,
17-Jul-1938,1938.0,Provoked,USA,California,"Dana Point, Orange County","Fishing, removing gaff from shark's mouth",M,27,Leg bitten by gaffed shark PROVOKED INCIDENT,
1938,1938.0,Provoked,USA,North Carolina,On one of the sounds near Wilmington,Fishing,M,,"No injury, boat towed by harpooned shark, PROVOKED INCIDENT",
13-Nov-1937,1937.0,Sea Disaster,USA,North Carolina,Off Cape Hatteraa,"Tzenny Chandris, a Greek freighter laden with scrap iron, foundered in heavy weather",M,,FATAL ,
    15-Jun-1937,1937.0,Unprovoked,USA,Texas,Galveston,Swimming,M,14,FATAL,Night
30-May-1937,1937.0,Provoked,USA,Texas,Galveston,Fishing,M,,Leg nipped by hooked shark PROVOKED INCIDENT,
30-Dec-1936,1936.0,Unprovoked,USA,Hawaii,"Honokohau, Maui","Diving, attempting to retrieve body of drowning victim wedged between rocks",M,,Thigh lacerated,
04-Sep-1936,1936.0,Unprovoked,USA,Hawaii,"Lahaina, Maui",Swimming,M,,Leg lacerated,
Aug-1936,1936.0,Watercraft,USA,North Carolina,"Pamlico Sound off Frisco, Dare County",Fishing,M,13,Shark rammed boat; no injury to occupants,
25-Jul-1936,1936.0,Unprovoked,USA,Massachusetts,"Hollywood Beach, just above Mattapoisett Harbor, Buzzards Bay",Swimming crawl stroke,M,16,"FATAL, finger severed, thigh bitten He died during the surgical amputation of his leg   ",15h30
12-Jul-1936,1936.0,Watercraft,USA,New Jersey,"Long Branch, Monmouth County (offshore)",Fishing for bluefish,,,"No injury to occupants, shark leapt onboard boat",15h00
06-Jun-1936,1936.0,Unprovoked,USA,Florida,"Boca Ciega Bay, Pinellas County",Swimming,M,,FATAL,
30-Mar-1936,1936.0,Provoked,USA,Florida,"Miami, Miami-Date County",Fishing,M,,No injury. His hand entangled in line of hooked shark. He was pulled overboard & towed 150' PROVOKED INCIDENT ,
21-Sep-1935,1935.0,Unprovoked,USA,North Carolina,"Brown’s Inlet on New River, Onslow Beach",Swimming,M,38,"FATAL, thigh bitten ",20h30
27-Jul-1935,1935.0,Invalid,USA,California,Santa Barbara Channel,fishing boat exploded & sank,M,23,"Although listed as an uprovoked fatal attack by SAF, shark bite on his ankle was post-mortem following death by drowning",
27-Jul-1935,1935.0,Invalid,USA,California,Santa Barbara Channel,fishing boat exploded & sank,M,53,"Although listed as  an uprovoked fatal attack by SAF, he was killed by the explosion. The shark bites were post-mortem ",
18-Jun-1935,1935.0,Unprovoked,USA,New Jersey,50 miles offshore,"Fishing for bluefish, shark leapt into dory",M,31,Arm lacerated by a shark that leapt onto boat ,
Reported 08-Apr-1935,1935.0,Unprovoked,USA,California,"Hermosa Beach, Los Angeles County",,M,,Laceration to hand  ,
05-Aug-1934,1934.0,Unprovoked,USA,Georgia,"Thunderbolt, Chatham County",Swimming,M,11,Lacerations to right leg,
20-Jun-1934,1934.0,Unprovoked,USA,Florida,"Melbourne, Brevard County",Standing,M,8,FATAL,
28-Aug-1933,1933.0,Provoked,USA,California,"Hermosa Beach, Los Angeles County","Fishing, caught a 15' shark & took it onboard",M,,Severely lacerated arm PROVOKED INCIDENT,
28-Aug-1933,1933.0,Unprovoked,USA,South Carolina,"Pawley’s Island, north of Charleston",Bathing,M,,Right heel & ankle bitten,
Reported 26-Aug-1933,1933.0,Unprovoked,USA,Connecticut,Mystic River,Swimming,F,,Foot bitten,
Reported 07-Jul-1933,1933.0,Unprovoked,USA,California,"San Diego, San Diego County",,M,50,Survived,
21-Jun-1933,1933.0,Unprovoked,USA,South Carolina,North end of Morris Island at mouth of Charleston Harbor,Sitting in 3' of water,M,15,Right knee & left leg bitten,
16-Jun-1933,1933.0,Unprovoked,USA,South Carolina,"Folly Island, near Charleston",Standing,F,,Left calf bitten,
10-Apr-1933,1933.0,Unprovoked,USA,Florida,"Miami Beach, Miami-Dade County",Swimming,M,24,FATAL,
10-Aug-1932,1932.0,Provoked,USA,New Jersey,"Offshore, between Mantoloking & Point Pleasant, Ocean County",Fishing,M,,Hooked shark gashed right leg      PROVOKED INCIDENT,
Reported 14-Jul-1932,1932.0,Invalid,USA,Texas,Galveston,,M,17,Body recovered  from 9' shark but death due to shark bite was not confirmed,
28-Jun-1932,1932.0,Provoked,USA,New Jersey,"10 miles offshore from Sea Isle City, Cape May County",Fishing,M,32,Knee bitten by boated shark PROVOKED INCIDENT,
26-Jun-1932,1932.0,Provoked,USA,New Jersey,"Off Ocean City, Cape May County",Fishing,M,,Ankle broken when 500-lb boated shark lashed him with its tail PROVOKED INCIDENT,
16-Feb-1932,1932.0,Unprovoked,USA,Hawaii,"1 mile off Mala Wharf, Lahaina, Maui",Swimming,M,,Two 6-inch lacerations,
21-Sep-1931,1931.0,Unprovoked,USA,Florida,"Municipal Beach, West Palm Beach, Palm Beach County",Swimming,M,,Minor injury,
